Distance_(pixels),Gray_Value
830,31.2500
831,33.4583
832,35.4583
833,40.1250
834,42.0417
835,36.7500
836,31.4167
837,32.4583
838,31.5417
839,35.8750
840,40.5417
841,43.0833
842,47.3750
843,48.6667
844,43.1250
845,39.3750
846,41.1250
847,36.0833
848,26.0833
849,23.9167
850,28.7083
851,40.0000
852,43.4167
853,39.5833
854,39.6250
855,35.1250
856,30.5833
857,29.0833
858,30.4583
859,27.0833
860,26.6250
861,41.7917
862,51.3750
863,47.3333
864,41.9583
865,37.3750
866,29.1250
867,26.0417
868,26.0000
869,33.5417
870,42.5833
871,40.1250
872,30.9167
873,36.2500
874,44.4583
875,44.6667
876,39.0000
877,38.7083
878,37.3750
879,38.3333
880,35.0417
881,33.5417
882,37.1250
883,40.7083
884,41.7917
885,39.1250
886,34.0417
887,33.8750
888,37.3750
889,33.8333
890,28.2917
891,35.7083
892,45.8750
893,51.3333
894,48.9583
895,39.4583
896,29.9167
897,28.7917
898,29.9583
899,28.7917
900,30.1667
901,36.7917
902,41.3750
903,37.9583
904,39.2083
905,37.5000
906,30.5833
907,28.9583
908,30.7083
909,32.1667
910,35.5833
911,38.7500
912,41.4583
913,40.5417
914,31.0833
915,28.2917
916,28.0000
917,26.2500
918,25.8750
919,34.8750
920,39.6667
921,38.4583
922,41.2500
923,36.7917
924,32.9583
925,27.1250
926,19.3333
927,31.7917
928,41.5417
929,46.7500
930,40.3750
931,31.6250
932,25.0417
933,22.2500
934,20.5833
935,24.7500
936,32.1667
937,40.6667
938,43.2083
939,33.5833
940,21.8750
941,25.1250
942,31.5417
943,32.1250
944,35.1250
945,37.0833
946,31.7500
947,27.0417
948,26.6667
949,27.6250
950,25.5000
951,22.9583
952,23.6250
953,26.9167
954,33.8333
955,42.2917
956,39.3750
957,28.7500
958,16.7083
959,18.0417
960,24.0417
961,34.5833
962,36.7500
963,30.8750
964,23.9167
965,20.7917
966,15.8333
967,17.8333
968,24.5833
969,37.3333
970,37.5833
971,31.1667
972,24.7500
973,23.2500
974,24.0833
975,25.1667
976,28.2500
977,26.1250
978,24.9583
979,29.7500
980,28.9167
981,26.2083
982,24.9167
983,26.6667
984,31.5417
985,31.2083
986,24.5000
987,24.2500
988,26.3333
989,27.0833
990,30.4167
991,33.9167
992,33.6667
993,29.3750
994,26.3750
995,26.7500
996,30.7083
997,32.3333
998,24.9583
999,28.4583
1000,29.2917
1001,25.7083
1002,26.0833
1003,31.2917
1004,36.2917
1005,30.7083
1006,23.6667
1007,22.6250
1008,26.5417
1009,34.0000
1010,35.8333
1011,29.1250
1012,25.7500
1013,26.2917
1014,24.3750
1015,26.6667
1016,30.0833
1017,32.8333
1018,30.7500
1019,30.2500
1020,31.0417
1021,28.3750
1022,29.2917
1023,32.7917
1024,34.5000
1025,30.5000
1026,30.5000
1027,31.2917
1028,21.7083
1029,18.9583
1030,21.2917
1031,25.7083
1032,30.5417
1033,30.9167
1034,29.4167
1035,25.2917
1036,26.3333
1037,33.8333
1038,33.5833
1039,32.0833
1040,32.4167
1041,33.5833
1042,31.8333
1043,33.2500
1044,38.4167
1045,39.0000
1046,38.6667
1047,31.1667
1048,24.6667
1049,25.3750
1050,22.6667
1051,21.2500
1052,18.5417
1053,16.3750
1054,15.0833
1055,13.6667
1056,13.4583
1057,14.0417
1058,14.1250
1059,14.8333
1060,14.6250
1061,12.6667
1062,11.5000
1063,12.0417
1064,12.8333
1065,14.4583
1066,17.1250
1067,17.5833
1068,15.1250
1069,14.7500
1070,12.9583
1071,11.5000
1072,11.5417
1073,11.0000
1074,10.9167
1075,11.4167
1076,12.7500
1077,12.0417
1078,10.7917
1079,10.9167
1080,11.5417
1081,11.0417
1082,11.0833
1083,10.9167
1084,10.8333
1085,10.8750
1086,10.6667
1087,11.2917
1088,11.7500
1089,11.0833
1090,10.2083
1091,10.4167
1092,10.2500
1093,10.7500
1094,10.5833
1095,10.5417
1096,10.5417
1097,10.2083
1098,10.2500
1099,10.6250
1100,10.2917
1101,10.1250
1102,10.2917
1103,10.3750
1104,10.5417
1105,10.8333
1106,10.6667
1107,10.3333
1108,10.6250
1109,10.6250
1110,10.7500
1111,10.6667
1112,10.4583
1113,10.4583
1114,10.3750
1115,11.0417
