Distance_(pixels),Gray_Value
348,42.8056
349,43.4722
350,43.0833
351,43.5278
352,44.7778
353,46.0833
354,47.0556
355,46.9167
356,46.8889
357,47.6111
358,48.5833
359,48.6667
360,48.9167
361,49.5833
362,50.6667
363,52.2778
364,53.6944
365,55.7778
366,58.5833
367,61.0278
368,62.1667
369,62.9722
370,64.8611
371,67.3611
372,67.1389
373,62.8611
374,57.0833
375,54.5000
376,56.8333
377,63.5000
378,70.9167
379,76.9722
380,80.4167
381,80.8889
382,79.6389
383,77.2222
384,72.5278
385,67.2500
386,62.4444
387,59.6111
388,58.5278
389,58.5556
390,57.0556
391,53.7778
392,52.3889
393,53.5278
394,56.3056
395,58.6667
396,60.7222
397,60.4722
398,59.9444
399,58.3333
400,53.4722
401,47.8889
402,45.1667
403,46.1667
404,51.1944
405,60.7778
406,72.8611
407,83.4722
408,84.3056
409,82.3056
410,76.6111
411,74.2778
412,77.3333
413,78.3889
414,73.7500
415,66.1389
416,62.1389
417,63.5833
418,64.9722
419,62.6389
420,58.1111
421,57.5278
422,60.8889
423,61.7778
424,61.5556
425,63.6944
426,66.6944
427,64.7778
428,60.4167
429,55.6389
430,53.0278
431,49.0556
432,46.5278
433,53.2778
434,64.1111
435,75.2500
436,84.0833
437,84.6667
438,82.5000
439,77.2778
440,73.8056
441,76.1667
442,76.7500
443,69.1111
444,58.4167
445,53.4444
446,55.3611
447,56.2222
448,50.0833
449,45.0000
450,48.6389
451,64.1111
452,76.2500
453,82.7778
454,84.6111
455,84.5556
456,80.8333
457,70.9167
458,63.0833
459,54.7500
460,44.0000
461,38.8333
462,38.4167
463,41.5833
464,48.1667
465,52.3611
466,51.0278
467,50.3889
468,50.3056
469,47.3611
470,47.8333
471,57.8056
472,71.9167
473,82.9444
474,82.0278
475,76.1389
476,73.8889
477,70.5000
478,62.5278
479,60.0278
480,63.9444
481,63.4444
482,60.8333
483,58.3056
484,54.5278
485,46.6389
486,38.3889
487,48.9167
488,60.8889
489,73.8889
490,75.4167
491,70.4444
492,65.3333
493,62.9444
494,61.1389
495,56.0278
496,48.3611
497,44.5833
498,42.6667
499,39.4722
500,41.9444
501,47.7500
502,51.0556
503,55.6389
504,64.6944
505,75.8611
506,80.5556
507,79.9167
508,77.5278
509,75.5833
510,73.5833
511,68.7778
512,56.3333
513,46.0556
514,36.1667
515,39.8889
516,40.3611
517,42.1111
518,45.5833
519,57.7500
520,70.1111
521,74.7778
522,72.7500
523,67.9167
524,64.6389
525,60.6944
526,60.8333
527,58.2778
528,49.7778
529,44.3333
530,44.6944
531,56.8333
532,59.6667
533,63.0000
534,71.9167
535,77.2222
536,78.8333
537,69.4167
538,56.8333
539,49.0278
540,43.1111
541,51.0000
542,60.3889
543,57.2778
544,51.6944
545,47.9722
546,48.7222
547,52.9722
548,56.8611
549,60.3889
550,62.6389
551,68.6389
552,63.6667
553,52.3056
554,43.5278
555,45.3056
556,48.3889
557,51.3056
558,58.7222
559,64.4722
560,63.2778
561,65.8056
562,67.3611
563,63.1111
564,60.3611
565,59.7222
566,55.4722
567,51.1944
568,53.9167
569,61.6667
570,68.3333
571,70.0000
572,59.8889
573,55.9167
574,52.9722
575,59.3889
576,58.6667
577,51.5000
578,45.7222
579,45.3333
580,49.8889
581,53.3333
582,52.9444
583,53.5000
584,51.6667
585,52.3889
586,56.4167
587,56.5000
588,53.6111
589,53.7778
590,58.3333
591,65.0278
592,67.7500
593,69.0000
594,70.3333
595,67.7778
596,58.1667
597,47.4444
598,40.4167
599,38.2500
600,37.1944
601,45.5556
602,54.2500
603,59.3611
604,64.4722
605,63.3333
606,57.9167
607,57.7500
608,57.9722
609,52.7222
610,52.2222
611,60.4167
612,67.3333
613,75.2778
614,77.2778
615,65.7222
616,53.0000
617,48.4444
618,48.2500
619,43.6111
620,40.5278
621,42.7500
